"","ParasiteBinomialName","PropCommunityZoonotic","PropHostsZoonoticCarriers","EcoRealm","NumEcoregions","ZoonoticStatus","WebOfScienceHits","Phylum","Order","CloseContactTransmission","VectorTransmission","HostDietBreadth","HostDietInvertebrate","HostHabitatBreadth","HostGeographicRange","HostInterbirthInterval","HostTrophicLevel","MeanHumanPopDensity","MeanTemp","MeanPrecipitation","HostIslandEndemicity","HostPopDensity","HostEvolutionaryDistinctiveness","ParasiteCloseness","ParasiteBetweenness","HostProportionalGenerality","HostBetweenness","Intracellular","HasDomesticHost","NumOrganSystems","NumTransmissionModes"
"150","Sarcocystis americana",0.166666667,0.2,NA,1,0,4,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,6307636.164,365,1,14.38,67.61,38.76,1,16,NA,0.000508471400188924,0,0.0543756599031696,1.13656685831349e-05,1,1,2,2
"151","Sarcocystis arctosi",0.294117647,1,NA,1,0,3,"Apicomplexa","Eucoccidiorida",0,0,6,6,1,27908100.28,912.5,2,14.85,-46.56,35.01,1,0.02,2.75954737493327,0.000489242727902079,0,0.0175108057315292,4.49333470149576e-06,1,1,2,2
"152","Sarcocystis arieticanis",0.304347826,1,"PA",1,0,30,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,15605.9357,547.5,1,135.27,42.76,87.78,1,NA,2.26138494150229,0.000458513132756876,0,0.0239621552115663,0,1,1,2,2
"153","Sarcocystis axicuonis",0.076923077,0,"IM",2,0,1,"Apicomplexa","Eucoccidiorida",0,0,1,0,1,6221601.67,395.415,2,253.235,176.545,95.71,1,3.62,2.08469706439311,0.000459238743031851,0,0.0105986455743466,0.000647655763053254,1,1,2,2
"154","Sarcocystis camelopardalis",0.285714286,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,5,0,1,2016377.813,608.33,1,18.23,238.58,64.96,1,1.23,3.18405446452302,0.000503709582759398,0,0.0239621552115663,2.89345775284935e-06,1,1,2,2
"155","Sarcocystis capracanis",0.304347826,1,"PA",1,0,43,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,15605.9357,547.5,1,135.27,42.76,87.78,1,NA,2.26138494150229,0.000458513132756876,0,0.0239621552115663,0,1,1,2,2
"156","Sarcocystis capreolicanis",0.153846154,1,"PA",1,0,5,"Apicomplexa","Eucoccidiorida",0,0,5,0,1,15261022.82,NA,1,60.79,27.73,44.42,1,2.9,2.40849469491741,0.000553368535953019,0,0.134556717726487,0.134339936655935,1,1,2,2
"157","Sarcocystis cornagliai",0.166666667,1,"PA",1,0,0,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,147984.91945,456.25,1,120.29,56.395,74.255,1,NA,2.3264345678053,0.000518085736332346,3.13666437132619e-07,0.045620257037405,0.0103419956440406,NA,NA,NA,2
"158","Sarcocystis danzani",0,0,"PA",1,0,0,"Apicomplexa","Eucoccidiorida",0,0,1,0,1,715728.4104,365,1,1.55,6.27,23.87,1,NA,3.11482105468248,0.000363594238661673,0,0.00460810677145505,0,1,1,2,2
"159","Sarcocystis dubeyella",0.111111111,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,4,0,1,776098.1421,365,1,17.34,240.33,42.02,1,7.61,3.25755324295575,0.000445905654229181,0,0.0442378250059684,0.00177853978707517,1,1,2,2
"160","Sarcocystis elegans",0.071428571,0,"NT",1,0,0,"Apicomplexa","Eucoccidiorida",0,0,5,20,1,943367.4798,159.8,2,61.47,249.92,99.39,1,508.18,NA,0.00041216477644283,0,0.0147459416686562,0.00369493960289068,1,1,2,1
"161","Sarcocystis felis",0.428571429,1,"AT",1,0,56,"Apicomplexa","Eucoccidiorida",0,0,1,0,1,5241618.941,730,3,28.6,234.38,85.8,1,0.11,2.15679414797302,0.000495138311386253,0,0.0313351260458943,0.00247590027737406,1,1,2,2
"162","Sarcocystis fusiformis",0.287671233,1,NA,1,0,67,"Apicomplexa","Eucoccidiorida",0,0,1,11,1,17097659.69,365,3,27.27,58.18,53.03,1,0.25,1.3826716934761,0.000523255709541545,0,0.0792594364690268,0.00239040093922541,1,1,2,2
"163","Sarcocystis gazellae",0.217391304,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,1950024.369,365,1,2.06,190.15,24,1,10.69,2.50194272303845,0.000451257030007123,0,0.0405513395888044,0.000487100082134352,1,1,2,2
"164","Sarcocystis giraffae",0.285714286,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,5,0,1,2016377.813,608.33,1,18.23,238.58,64.96,1,1.23,3.18405446452302,0.000503709582759398,0,0.0239621552115663,2.89345775284935e-06,1,1,2,2
"165","Sarcocystis grueneri",0.153153153,1,"PA",1,0,4,"Apicomplexa","Eucoccidiorida",0,0,3.5,0,1,9640150.442,365,1,94.6,53.82,51.47,1,12.445,2.54053532121369,0.000557177989896639,1.6386167021317e-07,0.0967702422005558,0.067416898034745,1,1,2,2
"166","Sarcocystis hardangeri",0.151515152,1,"PA",1,0,10,"Apicomplexa","Eucoccidiorida",NA,NA,3,0,NA,18168072.93,365,1,1.07,-90.47,29.21,1,2.55,2.5768435007199,0.000499310570467361,0,0.0368648541716404,2.62284659610805e-05,1,1,2,NA
"167","Sarcocystis hemioni",0.170212766,0.2,NA,1,0,0,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,6307636.164,365,1,14.38,67.61,38.76,1,16,NA,0.000508471400188924,0,0.0543756599031696,1.13656685831349e-05,1,1,2,2
"168","Sarcocystis hemionilatrantis",0.166666667,0.166666667,NA,1,0,5,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,6307636.164,365,1,14.38,67.61,38.76,1,16,NA,0.000508471400188924,0,0.0543756599031696,1.13656685831349e-05,1,1,2,2
"169","Sarcocystis hominis",0.243902439,1,"AT",1,1,62,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,6085429.445,365,1,24.17,215.34,61.83,1,1.06,2.64997756637202,0.000515954256149606,0,0.0534540385488785,0.0159932174971274,1,1,2,2
"170","Sarcocystis kirkpatricki",0.217391304,0.083333333,NA,4,0,3,"Apicomplexa","Eucoccidiorida",0,0,6,19,2,11684182.92,365,2,38.77,111.84,63.25,1,3.29,2.37333404780104,0.000557903600171614,0,0.150224280749435,0.0466763360385458,1,1,2,2
"171","Sarcocystis klaseriensis",0.285714286,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,5,0,1,2016377.813,608.33,1,18.23,238.58,64.96,1,1.23,3.18405446452302,0.000503709582759398,0,0.0239621552115663,2.89345775284935e-06,1,1,2,2
"172","Sarcocystis melampi",0.169811321,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,3485542.674,365,1,37.6,216.36,73.05,1,13.36,3.11482105468248,0.000518720645322949,0,0.0755729510518628,0.0352864711413631,1,1,2,2
"173","Sarcocystis mephitisi",0.344827586,1,NA,1,0,1,"Apicomplexa","Eucoccidiorida",0,0,6,20,1,12271140.38,365,2,28.88,75.97,52.67,1,8.15,2.40932068540834,0.000502938621842237,0,0.0359432328173494,0.00161253957729394,1,1,2,2
"174","Sarcocystis mongolica",0,0,"PA",1,0,0,"Apicomplexa","Eucoccidiorida",0,0,1,0,1,715728.4104,365,1,1.55,6.27,23.87,1,NA,3.11482105468248,0.000363594238661673,0,0.00460810677145505,0,1,1,2,2
"175","Sarcocystis neurona",0.221343874,0.114754098,NA,15,0,555,"Apicomplexa","Eucoccidiorida",0,0,3.85714285714286,20,1.42857142857143,7800312.56474286,379.627142857143,2.42857142857143,25.5275,63.81,55.76,1,4,2.24225718236585,0.000597812165295254,0.000137278944875493,0.0518741162272369,0.0123998358437424,1,1,2,2
"176","Sarcocystis odocoileocanis",0.123076923,0.1,"NT",4,0,3,"Apicomplexa","Eucoccidiorida",0,0,4,0,1,14410477.61,304.16,1,34.11,127.64,80.45,1,17.32,NA,0.000530874617428785,0,0.0847891645947729,0.00694997549363207,1,1,2,2
"177","Sarcocystis ovalis",0.1875,0.5,NA,2,0,5,"Apicomplexa","Eucoccidiorida",NA,NA,1,0,1,7963741.77,365,1,NA,NA,NA,1,0.4,2.43992791556131,0.000521713787707222,0,0.0506891744860055,0.000217045016451404,1,1,2,NA
"178","Sarcocystis phacochoeri",0.111111111,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,4,0,1,776098.1421,365,1,17.34,240.33,42.02,1,7.61,3.25755324295575,0.000445905654229181,0,0.0442378250059684,0.00177853978707517,1,1,2,2
"179","Sarcocystis rangi",0.151515152,1,"PA",1,0,5,"Apicomplexa","Eucoccidiorida",0,0,3,0,NA,18168072.93,365,1,1.07,-90.47,29.21,1,2.55,2.5768435007199,0.000499310570467361,0,0.0368648541716404,2.62284659610805e-05,1,1,2,2
"180","Sarcocystis scandinavica",0.1875,1,"PA",1,0,1,"Apicomplexa","Eucoccidiorida",NA,NA,1,0,1,7963741.77,365,1,NA,NA,NA,1,0.4,2.43992791556131,0.000521713787707222,0,0.0506891744860055,0.000217045016451404,1,1,2,NA
"181","Sarcocystis sebeki",0.235294118,1,"PA",1,0,6,"Apicomplexa","Eucoccidiorida",0,0,1,20,1,9763858.967,365,3,NA,NA,NA,1,2.52,3.28760578632801,0.000504208439823444,0,0.0433162036516774,0.00011896374638878,1,1,2,2
"182","Sarcocystis silva",0.153153153,1,"PA",1,0,3,"Apicomplexa","Eucoccidiorida",0,0,3.5,0,1,9640150.442,365,1,94.6,53.82,51.47,1,12.445,2.54053532121369,0.000557177989896639,1.6386167021317e-07,0.0967702422005558,0.067416898034745,NA,NA,NA,2
"183","Sarcocystis tarandivulpes",0.151515152,0.5,"PA",2,0,5,"Apicomplexa","Eucoccidiorida",0,0,3,0,NA,18168072.93,365,1,1.07,-90.47,29.21,1,2.55,2.5768435007199,0.000499310570467361,0,0.0368648541716404,2.62284659610805e-05,1,1,2,2
"184","Sarcocystis ursusi",0.363636364,1,NA,1,0,1,"Apicomplexa","Eucoccidiorida",0,0,1,13,1,9704197.651,821.25,1,11.45,3.89,51.94,1,0.72,3.00697021541682,0.000512825061838775,0,0.0442378250059684,5.09997949243232e-06,1,1,2,2
"185","Sarcocystis woodhousei",0.217391304,1,"AT",1,0,1,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,1950024.369,365,1,2.06,190.15,24,1,10.69,2.50194272303845,0.000451257030007123,0,0.0405513395888044,0.000487100082134352,1,1,2,2
"186","Sarcocystis youngi",0.166666667,0.333333333,NA,1,0,0,"Apicomplexa","Eucoccidiorida",0,0,2,0,1,6307636.164,365,1,14.38,67.61,38.76,1,16,NA,0.000508471400188924,0,0.0543756599031696,1.13656685831349e-05,1,1,2,2
"187","Spirodinium equi",0.096153846,1,"AT",1,0,60,"Ciliophora","Entodiniomorphida",NA,NA,2,0,1,6697308.45,1049.37,1,30.49,225.9,70.41,1,0.11,3.51324406371774,0.000516453113213652,0,0.0645134948003707,0.00122805424553488,NA,NA,NA,NA
"188","Tetratoxum parvum",0.096153846,1,"AT",1,0,3,"Ciliophora","Entodiniomorphida",NA,NA,2,0,1,6697308.45,1049.37,1,30.49,225.9,70.41,1,0.11,3.51324406371774,0.000516453113213652,0,0.0645134948003707,0.00122805424553488,NA,NA,NA,NA
"189","Tetratoxum unifasciculatum",0.096153846,1,"AT",1,0,39,"Ciliophora","Entodiniomorphida",NA,NA,2,0,1,6697308.45,1049.37,1,30.49,225.9,70.41,1,0.11,3.51324406371774,0.000516453113213652,0,0.0645134948003707,0.00122805424553488,NA,NA,NA,NA
"190","Theileria annae",0.339805825,0.5,NA,2,0,925,"Apicomplexa","Piroplasmida",0,1,1,1,1,64742299.85,365,3,66.44,34.32,46.58,1,1.1,1.48795553900508,0.000545296121643919,0,0.135478339080778,0.097757706844756,1,NA,1,1
"191","Theileria bicornis",0.096153846,1,"AT",1,0,163,"Apicomplexa","Piroplasmida",0,1,2,0,1,6697308.45,1049.37,1,30.49,225.9,70.41,1,0.11,3.51324406371774,0.000516453113213652,0,0.0645134948003707,0.00122805424553488,1,NA,1,1
"192","Theileria buffeli",0.3,1,"AT",1,0,32,"Apicomplexa","Piroplasmida",0,1,1,0,1,8442938.751,638.75,1,31.59,237.8,100.45,1,5.84,3.00510639782311,0.000514820490094957,0,0.0525324171945875,0.00730694283373809,1,NA,1,1
"193","Theileria cervi",0.104651163,0.2,NA,6,0,271,"Apicomplexa","Piroplasmida",0,1,2.66666666666667,0,1,7118402.62883333,364.9975,1,155.118333333333,109.675,67.85,1,10.9416666666667,2.48320727240885,0.000587744322729972,6.37344104065776e-05,0.0657423232727586,0.0250039802143158,1,NA,1,1
"194","Theileria equi",0.173333333,0.666666667,"AT",2,0,80,"Apicomplexa","Achromatorida",0,1,2,5,1,2194886.05245,661.555,1,14.46,187.41,53.185,1,3.59,2.52862306524186,0.000522711501835313,7.41036957725812e-06,0.0483851211002779,0.0030679697783904,1,1,1,1
"195","Theileria mutans",0.3,1,"AT",1,0,1101,"Apicomplexa","Piroplasmida",0,1,1,0,1,8442938.751,638.75,1,31.59,237.8,100.45,1,5.84,3.00510639782311,0.000514820490094957,0,0.0525324171945875,0.00730694283373809,1,NA,1,1
"196","Theileria parva",0.3,0.333333333,"AT",3,0,41,"Apicomplexa","Piroplasmida",0,1,1,0,1,8442938.751,638.75,1,31.59,237.8,100.45,1,5.84,3.00510639782311,0.000514820490094957,0,0.0525324171945875,0.00730694283373809,1,1,1,1
"197","Toxoplasma gondii",0.161325967,0.132743363,NA,36,1,1516,"Apicomplexa","Eucoccidiorida",1,0,3.12987012987013,10.3589743589744,1.19444444444444,9634987.35272716,431.734861111111,1.94805194805195,43.0307129742082,122.879846153846,68.5026153846154,1.1025641025641,5.88572108516923,2.39118021131767,0.000862569214376857,0.270179755132543,0.0357611841547734,0.009304510291392,1,1,10,3
"198","Triadinium galea",0.096153846,1,"AT",1,0,254,"Ciliophora","Entodiniomorphida",NA,NA,2,0,1,6697308.45,1049.37,1,30.49,225.9,70.41,1,0.11,3.51324406371774,0.000516453113213652,0,0.0645134948003707,0.00122805424553488,NA,NA,NA,NA
"199","Trichomonas intestinalis",0.411764706,1,"AT",1,0,2,"Metamonada","Trichomonadida",1,0,4,0,NA,2306683.887,565.75,2,38.24,221.49,109.08,1,70.39,2.45268085411068,0.000403774907638429,0,0.0165891843772382,7.95557601401132e-05,0,NA,1,1
"200","Troglocorys cava",0.421052632,0.1,"AT",3,0,24,"Ciliophora","Entodiniomorphida",NA,NA,6,10,2,2489781.737,1825,2,34.36,241.68,149.72,1,1.63,2.58751357028504,0.000520924686533187,0,0.0635918734460797,0.0356188451719332,NA,NA,NA,NA
"201","Troglodytella abrassarti",0.421052632,0.5,"AT",2,0,1,"Ciliophora","Entodiniomorphida",1,0,6,10,2,2489781.737,1825,2,34.36,241.68,149.72,1,1.63,2.58751357028504,0.000520924686533187,0,0.0635918734460797,0.0356188451719332,NA,NA,NA,1
"202","Trypanosoma advieri",0.384615385,1,"NT",1,0,0,"Euglenozoa","Trypanosomatida",0,1,6,10,1,1061273.593,1072.18,2,3.25,255.77,157.69,1,8,2.45777274481709,0.000478884641226807,0,0.0138243203143651,0.000417087727114457,NA,NA,NA,1
"203","Trypanosoma brucei",0.253333333,0.375,"AT",4,1,1544,"Euglenozoa","Trypanosomatida",1,1,2.85714285714286,14,1.08333333333333,3614549.75524667,312.57,1.5,50.6366666666667,241.012,122.420666666667,1,14.6284615384615,2.65842711501323,0.000534711281757717,0.00221913950756507,0.0090933306956713,0.00124984733786539,0,1,3,2
"204","Trypanosoma cervi",0.132653061,0.333333333,"PA",3,0,288,"Euglenozoa","Trypanosomatida",0,1,2.5,0,1,11187109.69,334.58,1,34.11,127.64,80.45,1,8.86,2.43992791556131,0.000549740484578142,4.0361490072212e-06,0.0677391695403892,0.00358351025504174,0,NA,3,1
"205","Trypanosoma congolense",0.114285714,0.181818182,"AT",5,0,0,"Euglenozoa","Trypanosomatida",0,1,2.75,11.25,1,4079793.4856625,441.21,1.625,47.90875,242.19625,125.685,1,9.63714285714286,2.79901349079016,0.000534230564950546,6.50923204224587e-05,0.0120962802750695,0.00081064552509354,0,1,3,1
"206","Trypanosoma conorhini",0.37037037,0.272727273,"IM",4,0,16312,"Euglenozoa","Trypanosomatida",0,1,2.5,23.3333333333333,NA,1363486.56906667,421.95,1.5,206.753333333333,208.476666666667,208.63,1.33333333333333,34.455,2.17922763139397,0.000459510846884967,1.02464369463322e-06,0.0144387345505592,0.00306096159824876,NA,NA,NA,1
"207","Trypanosoma cruzi",0.210191083,0.163120567,"NT",19,1,4,"Euglenozoa","Trypanosomatida",0,1,4.03225806451613,22.2702702702703,1.14285714285714,3594852.97889737,451.4184,1.80645161290323,33.2797619047619,230.304523809524,156.406904761905,1,33.115625,2.3581784668368,0.000638718444546985,0.0419555391242216,0.0150092620555965,0.00518967553134653,0,NA,3,1
"208","Trypanosoma cyclops",0.434782609,0.5,"IM",1,0,2,"Euglenozoa","Trypanosomatida",0,1,2.5,30,NA,2031843.3725,401.76,1.5,114.47,247.955,232.015,1,34.455,2.26488606984029,0.000408210200444215,0,0.0179716164086747,0.00459144239737314,0,NA,3,1
"209","Trypanosoma devei",0.181818182,0.5,"NT",4,0,4,"Euglenozoa","Trypanosomatida",0,1,4.5,27.5,1,1031395.694075,250.165,2,5.04666666666667,250.008333333333,179.056666666667,1,13.9233333333333,2.28324844288636,0.000422232619008112,1.82972088327361e-07,0.00706576371623107,0.000538996160840704,0,NA,3,1
"210","Trypanosoma diasi",0.307692308,0.5,"NT",2,0,189,"Euglenozoa","Trypanosomatida",0,1,6,NA,2,6000312.011,657,2,20.1,241.17,154.19,NA,23.77,2.44271543148563,0.000414840464331802,0,0.0129026989600741,0.000253596955957056,0,NA,3,1
"211","Trypanosoma evansi",0.315789474,0.25,"IM",5,0,1117,"Euglenozoa","Trypanosomatida",0,1,4.25,3.125,1.5,9844231.1411875,636.666,1.5,118.685,219.5675,143.245,1.125,7.31875,2.96436007635248,0.000568606351727499,0.000302766201706388,0.0216581018258387,0.00890381078772544,0,1,3,1
"212","Trypanosoma hippicum",0.185185185,0.5,NA,NA,0,0,"Euglenozoa","Trypanosomatida",0,1,5,0,1,3601662.6645,507.35,1.5,64.53,223.57,157.785,1,66.79,2.20999553703414,0.000504843348814047,0,0.0225797231801297,0.0342357110454957,0,NA,3,1
"213","Trypanosoma irangiense",0.4,0.2,"AT",3,0,0,"Euglenozoa","Trypanosomatida",0,1,4,10,1,4156557.9385,359.525,2,47.045,243.7,139.715,1,33.02,3.47429395660515,0.000356329065783483,3.04408920758913e-06,0.00460810677145505,0.000783356850037603,0,NA,3,1
"214","Trypanosoma lambrechti",0.179487179,0.333333333,"NT",3,0,0,"Euglenozoa","Trypanosomatida",0,1,4.33333333333333,10,1.33333333333333,2907954.8462,539.97,1.66666666666667,13.8275,249.72,171.6275,1,19.1733333333333,2.38718650839213,0.000508743504042039,6.31580440601408e-06,0.0119810776057831,0.0119765614992552,0,NA,3,1
"215","Trypanosoma lesourdi",0.384615385,1,"NT",1,0,12,"Euglenozoa","Trypanosomatida",0,1,6,10,1,1061273.593,1072.18,2,3.25,255.77,157.69,1,8,2.45777274481709,0.000478884641226807,0,0.0138243203143651,0.000417087727114457,0,NA,3,1
"216","Trypanosoma minasense",0.12037037,0.290909091,"NT",8,0,0,"Euglenozoa","Trypanosomatida",0,1,3.7,17.6923076923077,1.12,1565255.29474615,493.821666666667,1.75,30.4779310344828,246.024482758621,172.632068965517,1,49.74375,2.30279669997707,0.000541940174122158,0.00872000427977651,0.0106463156443961,0.00336134829431535,0,NA,3,1
"217","Trypanosoma mycetae",0.173913043,0.5,"NT",5,0,0,"Euglenozoa","Trypanosomatida",0,1,3.33333333333333,1.42857142857143,1,1747978.392525,509.78,1.16666666666667,34.1142857142857,237.648571428571,156.088571428571,1,40.625,2.2259876535578,0.000513913477251238,8.06829681044822e-06,0.0137091176450788,0.00877317574336311,0,NA,3,1
"218","Trypanosoma perodictici",0.285714286,0.111111111,"AT",5,0,6,"Euglenozoa","Trypanosomatida",0,1,4.33333333333333,15,1,4402991.26933333,361.35,2,42.8766666666667,235.873333333333,122.173333333333,1,51.3433333333333,3.37335589820789,0.000442595057349606,0.000478796895344787,0.00675855659813407,0.00253677143202149,0,NA,3,1
"219","Trypanosoma pestanai",0.235294118,0.5,"PA",2,0,0,"Euglenozoa","Trypanosomatida",0,1,1,20,1,9763858.967,365,3,NA,NA,NA,1,2.52,3.28760578632801,0.000504208439823444,0,0.0433162036516774,0.00011896374638878,0,NA,3,1
"220","Trypanosoma primatum",0.329268293,0.363636364,"AT",5,0,509,"Euglenozoa","Trypanosomatida",0,1,4,12.5,1.33333333333333,1645634.45435,1612.08333333333,2,24.14,241.3,145.87,1,32.2625,2.52560793192351,0.000539427748545056,9.33275498792609e-06,0.0357128274787766,0.0105270819492188,0,NA,3,1
"221","Trypanosoma rangeli",0.080645161,0.55,"NT",6,1,3,"Euglenozoa","Trypanosomatida",0,1,4.42857142857143,26.6666666666667,1.33333333333333,2016721.61075,445.687142857143,2,12.0436363636364,249.151818181818,188.894545454545,1,19.9466666666667,2.19534774800035,0.000478839290584621,1.81328606891135e-05,0.0123162126437071,0.00210758813029961,0,NA,3,1
"222","Trypanosoma sanmartini",0.103448276,1,"NT",1,0,76,"Euglenozoa","Trypanosomatida",0,1,3,20,1,4419721.477,383.25,2,4.63,253.03,186.86,1,36.09,2.16093366027277,0.000421280255522207,0,0.0304135046916033,0.0186400370745761,0,NA,3,1
"223","Trypanosoma simiae",0.120689655,0.25,"AT",3,0,13,"Euglenozoa","Trypanosomatida",0,1,3,0,1,4029212.131525,552.915,1.4,25.7825,232.665,93.1475,1,11.26,2.90530761962793,0.000525931397430516,5.7527295865781e-06,0.0180637785441038,0.000797932383264546,0,NA,3,1
"224","Trypanosoma theileri",0.3,1,"AT",1,0,0,"Euglenozoa","Trypanosomatida",0,1,1,0,1,8442938.751,638.75,1,31.59,237.8,100.45,1,5.84,3.00510639782311,0.000514820490094957,0,0.0525324171945875,0.00730694283373809,0,1,3,1
"225","Trypanosoma venezuelense",0.185185185,0.5,NA,NA,0,840,"Euglenozoa","Trypanosomatida",0,1,5,0,1,3601662.6645,507.35,1.5,64.53,223.57,157.785,1,66.79,2.20999553703414,0.000504843348814047,0,0.0225797231801297,0.0342357110454957,0,NA,3,1
"226","Trypanosoma vivax",0.234042553,0.545454545,"AT",3,0,2,"Euglenozoa","Trypanosomatida",0,1,2.88888888888889,12,1.11111111111111,3123691.17222,336.476,1.66666666666667,45.314,243.932,127.148,1,17.24625,2.56042341743056,0.000514883980994018,9.5426478780159e-06,0.00820243005318998,0.00115572915602791,0,1,3,1
